Image_Index, Camera, Point_Index, X, Y
7, left, 22, 2210.1982, 406.3781
7, left, 23, 2210.1768, 354.7394
7, left, 24, 2210.0698, 304.1786
7, left, 25, 2147.4148, 560.3596
7, left, 26, 2148.0374, 505.9217
7, left, 27, 2148.8359, 452.1589
7, left, 28, 2149.4058, 399.6495
7, left, 29, 2149.9807, 348.0902
7, left, 30, 2150.3088, 297.4518
7, left, 31, 2084.6929, 553.9278
7, left, 32, 2085.9087, 498.8962
7, left, 33, 2087.1821, 445.3401
7, left, 34, 2088.3066, 392.7171
7, left, 35, 2089.6238, 341.2075
7, left, 36, 2090.6091, 290.6531
7, left, 37, 2021.7664, 547.0500
7, left, 38, 2023.7584, 492.4875
7, left, 39, 2025.4210, 438.4965
7, left, 40, 2027.4127, 385.8792
7, left, 41, 2028.7802, 334.5612
7, left, 42, 2030.7683, 283.9354
7, left, 43, 1958.5908, 540.7975
7, left, 44, 1961.1412, 485.4769
7, left, 45, 1963.8151, 431.8975
7, left, 46, 1966.0525, 379.0343
7, left, 47, 1968.3075, 327.6419
7, left, 48, 1970.4777, 276.9445
7, left, 49, 1895.4995, 533.9771
7, left, 50, 1898.7751, 479.0831
7, left, 51, 1901.9126, 425.0191
7, left, 52, 1904.9073, 372.3311
7, left, 53, 1907.5934, 320.7919
7, left, 54, 1910.5410, 270.1119
7, right, 1, 592.6209, 554.5991
7, right, 2, 584.5999, 483.4594
7, right, 3, 577.2092, 409.7651
7, right, 4, 569.6387, 338.8422
7, right, 5, 562.7173, 269.1113
7, right, 6, 555.5342, 200.4819
7, right, 7, 540.0355, 584.6285
7, right, 8, 532.6116, 512.4258
7, right, 9, 525.5650, 441.8711
7, right, 10, 518.7554, 371.6546
7, right, 11, 511.8112, 302.8805
7, right, 12, 505.2066, 233.4580
7, right, 13, 488.7962, 613.3700
7, right, 14, 482.3011, 542.9044
7, right, 15, 475.5937, 471.8567
7, right, 16, 469.0450, 403.4392
7, right, 17, 463.0249, 334.6544
7, right, 18, 456.4926, 267.2632
7, right, 19, 439.8401, 641.6378
7, right, 20, 433.3225, 571.6959
7, right, 21, 427.2083, 502.3119
7, right, 22, 420.9476, 433.5555
7, right, 23, 414.9488, 367.0763
7, right, 24, 409.0284, 299.3794
7, right, 25, 391.8323, 669.3285
7, right, 26, 385.9108, 600.3936
7, right, 27, 379.9212, 531.4401
7, right, 28, 374.0000, 463.0000
7, right, 29, 368.4789, 396.6583
7, right, 30, 362.6902, 329.5562
7, right, 31, 345.3667, 696.2798
7, right, 32, 340.0177, 626.9611
7, right, 33, 333.8149, 559.9497
7, right, 34, 328.5599, 492.3291
7, right, 35, 323.2074, 427.1999
7, right, 36, 318.0103, 360.7082
7, right, 37, 300.3887, 721.9567
7, right, 38, 294.4391, 655.3357
7, right, 39, 289.6679, 587.2910
7, right, 40, 284.4264, 520.6514
7, right, 41, 279.0695, 454.8477
7, right, 42, 273.8608, 389.8654
7, right, 43, 256.2500, 747.2122
7, right, 44, 251.3339, 679.9447
7, right, 45, 246.1201, 615.2910
7, right, 46, 241.1066, 547.7317
7, right, 47, 236.3039, 483.4360
7, right, 48, 231.6668, 419.2292
7, right, 49, 213.5641, 772.2142
7, right, 50, 208.6952, 706.2521
7, right, 51, 204.1795, 639.9039
7, right, 52, 199.1613, 575.3275
7, right, 53, 194.4040, 510.6434
7, right, 54, 189.6221, 447.2213
8, left, 1, 2230.9863, 1989.6190
8, left, 2, 2251.1008, 1944.0856
8, left, 3, 2271.3281, 1898.4083
8, left, 4, 2291.7185, 1852.4333
8, left, 5, 2312.5176, 1805.3029
8, left, 6, 2332.8911, 1758.6588
8, left, 7, 2186.7312, 1981.4885
8, left, 8, 2206.9399, 1935.3165
8, left, 9, 2227.0081, 1889.2756
8, left, 10, 2247.6504, 1842.5946
8, left, 11, 2267.9155, 1795.5436
8, left, 12, 2288.6318, 1747.6119
8, left, 13, 2142.4844, 1972.5703
8, left, 14, 2162.1790, 1926.3134
8, left, 15, 2182.3264, 1879.6521
8, left, 16, 2201.9409, 1833.3250
8, left, 17, 2222.9897, 1784.6604
8, left, 18, 2243.6685, 1736.7916
8, left, 19, 2096.6216, 1964.1879
8, left, 20, 2116.6528, 1916.8716
8, left, 21, 2136.3938, 1870.3149
8, left, 22, 2156.7134, 1822.0551
8, left, 23, 2177.0552, 1774.2263
8, left, 24, 2197.4583, 1725.3031
8, left, 25, 2050.5479, 1954.6061
8, left, 26, 2069.8547, 1908.2072
8, left, 27, 2089.8284, 1859.9469
8, left, 28, 2110.3164, 1811.3376
8, left, 29, 2130.1594, 1763.2396
8, left, 30, 2150.5986, 1714.1884
8, left, 31, 2003.5026, 1945.9110
8, left, 32, 2022.9960, 1897.9240
8, left, 33, 2042.6149, 1850.0100
8, left, 34, 2062.6458, 1801.1517
8, left, 35, 2082.7373, 1751.8967
8, left, 36, 2102.8291, 1702.3916
8, left, 37, 1955.6562, 1935.9374
8, left, 38, 1974.5245, 1889.1306
8, left, 39, 1994.6027, 1839.1862
8, left, 40, 2014.0582, 1790.9602
8, left, 41, 2034.2117, 1740.5951
8, left, 42, 2054.5608, 1690.8472
8, left, 43, 1906.9500, 1926.5354
8, left, 44, 1926.4030, 1877.9700
8, left, 45, 1945.4968, 1829.4564
8, left, 46, 1965.4452, 1779.2767
8, left, 47, 1985.3593, 1729.4542
8, left, 48, 2005.5161, 1678.5646
8, left, 49, 1857.7045, 1916.7880
8, left, 50, 1876.7992, 1867.9377
8, left, 51, 1896.2238, 1818.1509
8, left, 52, 1915.8700, 1768.0480
8, left, 53, 1935.6293, 1717.7289
8, left, 54, 1955.5737, 1667.0878
8, right, 1, 1525.3096, 2175.3345
8, right, 2, 1513.0824, 2115.7971
8, right, 3, 1500.0903, 2055.2312
8, right, 4, 1487.5961, 1993.5387
8, right, 5, 1475.2228, 1931.3767
8, right, 6, 1461.3606, 1867.4772
8, right, 7, 1459.2069, 2177.2864
8, right, 8, 1446.1119, 2118.1333
8, right, 9, 1433.4805, 2057.4663
8, right, 10, 1420.4789, 1997.0491
8, right, 11, 1406.8080, 1934.2351
8, right, 12, 1393.0000, 1872.0000
8, right, 13, 1394.0311, 2179.3530
8, right, 14, 1380.3960, 2120.2930
8, right, 15, 1367.1515, 2060.6067
8, right, 16, 1353.4867, 1999.5165
8, right, 17, 1340.6124, 1938.5410
8, right, 18, 1325.4984, 1875.7412
8, right, 19, 1328.8390, 2181.1606
8, right, 20, 1315.2268, 2122.6719
8, right, 21, 1301.3934, 2063.1279
8, right, 22, 1287.2714, 2002.9791
8, right, 23, 1273.3130, 1941.7916
8, right, 24, 1258.9779, 1879.8450
8, right, 25, 1265.0000, 2183.0000
8, right, 26, 1250.7612, 2125.0073
8, right, 27, 1236.6136, 2066.0298
8, right, 28, 1221.9546, 2006.2092
8, right, 29, 1207.7982, 1945.5293
8, right, 30, 1192.5725, 1883.7357
8, right, 31, 1201.6086, 2184.3513
8, right, 32, 1187.0000, 2127.0000
8, right, 33, 1172.4301, 2068.6130
8, right, 34, 1159.2687, 2010.3136
8, right, 35, 1142.4739, 1948.9148
8, right, 36, 1127.0000, 1888.0000
8, right, 37, 1139.0000, 2186.0000
8, right, 38, 1123.7964, 2129.3140
8, right, 39, 1109.0000, 2071.0000
8, right, 40, 1093.5183, 2012.2909
8, right, 41, 1078.0000, 1952.0000
8, right, 42, 1062.2382, 1891.6415
8, right, 43, 1077.0577, 2187.7097
8, right, 44, 1062.6870, 2131.2664
8, right, 45, 1045.9324, 2073.7527
8, right, 46, 1030.0000, 2015.0000
8, right, 47, 1014.4431, 1955.6177
8, right, 48, 996.0781, 1895.0569
8, right, 49, 1016.0000, 2189.0000
8, right, 50, 1000.4793, 2132.8716
8, right, 51, 984.0000, 2076.0000
8, right, 52, 967.7338, 2018.3462
8, right, 53, 952.6293, 1959.4644
8, right, 54, 934.8183, 1899.2804
9, left, 1, 2668.0000, 925.0000
9, left, 2, 2650.8145, 879.3435
9, left, 3, 2634.0000, 836.0000
9, left, 4, 2618.3333, 794.2637
9, left, 5, 2602.7124, 754.3358
9, left, 6, 2587.7441, 714.9819
9, left, 7, 2615.9199, 910.9856
9, left, 8, 2598.9802, 865.1804
9, left, 9, 2583.2068, 821.7104
9, left, 10, 2569.2974, 781.2606
9, left, 11, 2553.5337, 739.8024
9, left, 12, 2538.5198, 700.4994
9, left, 13, 2561.5051, 895.7930
9, left, 14, 2546.8425, 851.1935
9, left, 15, 2531.7297, 807.6255
9, left, 16, 2516.8564, 765.4612
9, left, 17, 2503.2961, 725.3604
9, left, 18, 2489.6680, 686.5673
9, left, 19, 2507.4377, 881.7593
9, left, 20, 2493.5244, 836.8206
9, left, 21, 2478.7415, 792.5118
9, left, 22, 2466.7664, 752.1251
9, left, 23, 2452.1064, 710.4022
9, left, 24, 2440.7642, 672.8270
9, left, 25, 2452.1682, 867.2033
9, left, 26, 2438.7502, 821.6314
9, left, 27, 2424.8582, 777.1981
9, left, 28, 2413.0735, 735.9929
9, left, 29, 2402.4624, 697.2823
9, left, 30, 2388.9854, 657.0641
9, left, 31, 2395.8494, 852.5198
9, left, 32, 2383.3074, 806.8311
9, left, 33, 2371.3853, 763.0208
9, left, 34, 2358.7341, 720.0165
9, left, 35, 2348.4814, 680.7254
9, left, 36, 2337.6270, 642.0410
9, left, 37, 2338.5396, 837.4300
9, left, 38, 2327.3538, 791.7061
9, left, 39, 2316.2341, 748.0266
9, left, 40, 2305.8442, 705.9528
9, left, 41, 2295.8274, 666.0351
9, left, 42, 2285.5586, 626.8527
9, left, 43, 2280.3369, 822.3560
9, left, 44, 2270.0969, 776.3286
9, left, 45, 2260.2092, 732.2995
9, left, 46, 2250.0359, 690.0078
9, left, 47, 2241.5312, 650.4510
9, left, 48, 2233.2300, 611.9898
9, left, 49, 2221.1472, 806.9429
9, left, 50, 2212.3528, 761.5111
9, left, 51, 2203.8445, 717.5399
9, left, 52, 2195.3879, 675.4672
9, left, 53, 2187.1570, 635.2063
9, left, 54, 2179.4995, 596.2319
9, right, 1, 1026.4926, 795.9880
9, right, 2, 1033.2792, 728.7725
9, right, 3, 1039.8787, 663.5587
9, right, 4, 1045.7466, 601.1579
9, right, 5, 1052.7959, 538.9545
9, right, 6, 1059.2708, 479.0223
9, right, 7, 950.5521, 816.7143
9, right, 8, 960.4276, 748.4055
9, right, 9, 968.0000, 683.0000
9, right, 10, 975.9371, 620.4855
9, right, 11, 983.2912, 559.4531
9, right, 12, 990.5748, 499.9630
9, right, 13, 879.6454, 833.8521
9, right, 14, 888.9251, 767.4026
9, right, 15, 897.9459, 703.1838
9, right, 16, 906.5357, 640.4679
9, right, 17, 914.8268, 579.8024
9, right, 18, 923.1884, 520.5923
9, right, 19, 807.4026, 853.4525
9, right, 20, 818.5570, 786.6672
9, right, 21, 828.8221, 722.1737
9, right, 22, 838.2068, 660.0992
9, right, 23, 847.9278, 599.8331
9, right, 24, 856.9954, 540.9006
9, right, 25, 737.7599, 870.7724
9, right, 26, 750.3408, 804.3730
9, right, 27, 760.4924, 741.3793
9, right, 28, 771.8702, 679.2204
9, right, 29, 781.8048, 619.3892
9, right, 30, 792.8472, 560.0983
9, right, 31, 669.8324, 888.9388
9, right, 32, 681.5582, 823.8109
9, right, 33, 693.5957, 760.2999
9, right, 34, 705.5898, 698.4189
9, right, 35, 716.8663, 638.7765
9, right, 36, 728.2271, 580.5941
9, right, 37, 602.4969, 906.5074
9, right, 38, 615.9858, 841.7371
9, right, 39, 628.7590, 778.4650
9, right, 40, 642.0100, 716.6681
9, right, 41, 653.5920, 658.0175
9, right, 42, 666.1127, 599.2878
9, right, 43, 537.0000, 924.0000
9, right, 44, 550.7405, 859.8491
9, right, 45, 564.0000, 797.0000
9, right, 46, 578.0342, 735.9838
9, right, 47, 590.8337, 677.0732
9, right, 48, 603.5598, 619.0036
9, right, 49, 472.4244, 941.8975
9, right, 50, 486.6612, 878.3447
9, right, 51, 501.9750, 814.8161
9, right, 52, 516.0000, 755.0000
9, right, 53, 530.2128, 694.9630
9, right, 54, 542.9707, 638.4749
10, left, 1, 2969.0000, 1149.0000
10, left, 2, 2958.0249, 1098.0712
10, left, 3, 2948.5737, 1050.6991
10, left, 4, 2938.5339, 1002.6022
10, left, 5, 2930.0632, 957.6334
10, left, 6, 2921.5374, 914.0256
10, left, 7, 2933.4438, 1130.0914
10, left, 8, 2924.0000, 1081.0000
10, left, 9, 2914.0000, 1032.0000
10, left, 10, 2904.7957, 984.2675
10, left, 11, 2896.7690, 940.0655
10, left, 12, 2888.5066, 895.4405
10, left, 13, 2896.7690, 1111.4980
10, left, 14, 2888.0000, 1062.0000
10, left, 15, 2880.0000, 1014.0000
10, left, 16, 2870.4600, 965.4636
10, left, 17, 2861.6106, 918.9111
10, left, 18, 2852.9348, 873.4365
10, left, 19, 2861.1663, 1093.4089
10, left, 20, 2851.7561, 1042.5125
10, left, 21, 2843.2708, 993.5343
10, left, 22, 2835.1226, 946.1453
10, left, 23, 2826.5886, 898.7888
10, left, 24, 2819.0195, 854.0156
10, left, 25, 2823.0000, 1074.0000
10, left, 26, 2814.4639, 1022.4388
10, left, 27, 2807.6243, 975.0851
10, left, 28, 2798.5042, 925.4589
10, left, 29, 2791.1687, 878.9172
10, left, 30, 2782.6729, 832.5111
10, left, 31, 2785.3684, 1054.3949
10, left, 32, 2776.9243, 1003.2223
10, left, 33, 2769.7700, 954.0548
10, left, 34, 2762.0000, 905.0000
10, left, 35, 2754.2715, 858.1461
10, left, 36, 2746.8645, 812.0290
10, left, 37, 2745.1191, 1032.5165
10, left, 38, 2738.0923, 981.9169
10, left, 39, 2730.7170, 932.1973
10, left, 40, 2723.6858, 883.6498
10, left, 41, 2716.5400, 836.2735
10, left, 42, 2709.6963, 789.8522
10, left, 43, 2705.4939, 1012.9835
10, left, 44, 2699.0000, 962.0000
10, left, 45, 2691.9043, 911.1035
10, left, 46, 2685.0000, 862.0000
10, left, 47, 2678.0991, 813.9667
10, left, 48, 2671.4702, 767.5837
10, left, 49, 2665.0000, 993.0000
10, left, 50, 2658.1499, 939.9373
10, left, 51, 2651.8948, 889.2670
10, left, 52, 2645.1311, 839.5427
10, left, 53, 2638.9028, 791.7619
10, left, 54, 2632.7805, 744.9284
10, right, 1, 1736.9094, 806.6892
10, right, 2, 1730.8171, 727.0070
10, right, 3, 1726.8979, 650.4597
10, right, 4, 1721.2777, 574.0521
10, right, 5, 1716.9279, 499.0966
10, right, 6, 1712.2935, 425.6144
10, right, 7, 1649.1575, 815.6988
10, right, 8, 1646.6593, 737.9158
10, right, 9, 1641.2734, 660.4310
10, right, 10, 1638.5339, 585.0018
10, right, 11, 1633.6597, 509.5844
10, right, 12, 1630.3582, 436.2727
10, right, 13, 1564.0000, 824.0000
10, right, 14, 1560.2671, 747.3883
10, right, 15, 1558.3000, 670.3978
10, right, 16, 1554.2267, 594.1902
10, right, 17, 1551.0747, 519.7629
10, right, 18, 1547.9193, 446.7205
10, right, 19, 1478.7546, 834.6638
10, right, 20, 1477.7317, 756.3343
10, right, 21, 1474.2791, 679.2758
10, right, 22, 1472.1747, 604.2087
10, right, 23, 1469.1595, 529.6055
10, right, 24, 1466.8180, 456.9876
10, right, 25, 1395.0000, 842.0000
10, right, 26, 1393.2465, 765.0944
10, right, 27, 1391.0000, 688.0000
10, right, 28, 1389.6292, 613.4242
10, right, 29, 1388.1608, 539.7099
10, right, 30, 1385.8125, 467.0388
10, right, 31, 1311.0000, 851.0000
10, right, 32, 1311.1901, 774.2540
10, right, 33, 1309.4541, 697.3495
10, right, 34, 1308.2509, 622.7472
10, right, 35, 1306.6798, 549.1536
10, right, 36, 1306.2039, 476.9708
10, right, 37, 1228.0000, 859.0000
10, right, 38, 1226.7000, 783.1164
10, right, 39, 1228.3507, 706.7446
10, right, 40, 1226.6572, 631.8347
10, right, 41, 1226.5267, 558.3552
10, right, 42, 1225.9585, 486.4800
10, right, 43, 1145.0000, 868.0000
10, right, 44, 1146.3055, 791.2007
10, right, 45, 1145.6835, 715.1302
10, right, 46, 1145.8815, 640.6900
10, right, 47, 1146.6367, 567.3987
10, right, 48, 1146.9266, 495.8585
10, right, 49, 1063.8599, 876.9895
10, right, 50, 1064.2876, 798.7612
10, right, 51, 1065.0181, 724.0646
10, right, 52, 1065.6722, 649.4962
10, right, 53, 1066.6929, 576.7545
10, right, 54, 1068.2250, 505.0820
11, left, 1, 1859.5151, 1306.0277
11, left, 2, 1862.9468, 1281.0610
11, left, 3, 1866.4755, 1255.9020
11, left, 4, 1869.8726, 1230.3789
11, left, 5, 1873.4946, 1204.5010
11, left, 6, 1877.0360, 1178.4564
11, left, 7, 1832.8007, 1303.7456
11, left, 8, 1836.1487, 1278.5426
11, left, 9, 1839.5117, 1253.4468
11, left, 10, 1842.9409, 1227.8519
11, left, 11, 1846.2375, 1202.1046
11, left, 12, 1849.7866, 1175.8765
11, left, 13, 1806.2131, 1301.0707
11, left, 14, 1809.3501, 1276.1527
11, left, 15, 1812.6351, 1250.9200
11, left, 16, 1815.9135, 1225.3682
11, left, 17, 1819.1801, 1199.6141
11, left, 18, 1822.3073, 1173.4227
11, left, 19, 1779.6094, 1298.7981
11, left, 20, 1782.7452, 1273.7129
11, left, 21, 1785.7175, 1248.5106
11, left, 22, 1788.7941, 1222.8535
11, left, 23, 1791.9219, 1197.0615
11, left, 24, 1795.0413, 1170.9878
11, left, 25, 1752.8945, 1296.2393
11, left, 26, 1755.8884, 1271.2329
11, left, 27, 1758.8169, 1245.9227
11, left, 28, 1761.8097, 1220.3596
11, left, 29, 1764.7200, 1194.5493
11, left, 30, 1767.7449, 1168.4022
11, left, 31, 1726.3458, 1293.8522
11, left, 32, 1729.0946, 1268.7004
11, left, 33, 1731.8981, 1243.5508
11, left, 34, 1734.6941, 1217.8347
11, left, 35, 1737.3621, 1192.0371
11, left, 36, 1740.3909, 1165.8191
11, left, 37, 1699.6870, 1291.2427
11, left, 38, 1702.1951, 1266.3153
11, left, 39, 1704.8925, 1240.9741
11, left, 40, 1707.6904, 1215.4333
11, left, 41, 1710.4001, 1189.5171
11, left, 42, 1713.0286, 1163.3245
11, left, 43, 1672.9591, 1288.9150
11, left, 44, 1675.5969, 1263.8397
11, left, 45, 1678.0491, 1238.5988
11, left, 46, 1680.5935, 1212.9170
11, left, 47, 1683.1632, 1187.0680
11, left, 48, 1685.7180, 1160.8927
11, left, 49, 1646.4707, 1286.3760
11, left, 50, 1648.8383, 1261.3564
11, left, 51, 1651.1647, 1236.0536
11, left, 52, 1653.5232, 1210.4658
11, left, 53, 1655.9196, 1184.6224
11, left, 54, 1658.2522, 1158.2898
11, right, 1, 1858.2667, 1187.1320
11, right, 2, 1842.6375, 1154.6090
11, right, 3, 1826.7499, 1121.5962
11, right, 4, 1810.6517, 1087.7596
11, right, 5, 1794.1810, 1053.8063
11, right, 6, 1777.9575, 1019.6746
11, right, 7, 1824.6660, 1197.3369
11, right, 8, 1808.9434, 1164.9369
11, right, 9, 1793.0227, 1132.0884
11, right, 10, 1776.9377, 1099.0237
11, right, 11, 1760.6738, 1065.1765
11, right, 12, 1744.2397, 1031.4243
11, right, 13, 1791.8989, 1207.5201
11, right, 14, 1775.8651, 1175.1023
11, right, 15, 1759.8649, 1142.5496
11, right, 16, 1743.7787, 1109.6902
11, right, 17, 1727.3859, 1076.3533
11, right, 18, 1710.9205, 1042.7543
11, right, 19, 1759.0387, 1217.0474
11, right, 20, 1743.1509, 1185.1309
11, right, 21, 1727.0698, 1152.8654
11, right, 22, 1711.0889, 1120.4124
11, right, 23, 1694.5551, 1087.2124
11, right, 24, 1678.3143, 1054.1532
11, right, 25, 1727.0568, 1226.7756
11, right, 26, 1711.0745, 1194.9257
11, right, 27, 1695.1779, 1163.2349
11, right, 28, 1678.7855, 1130.6672
11, right, 29, 1662.2368, 1097.9812
11, right, 30, 1645.9198, 1064.9773
11, right, 31, 1695.4420, 1236.1016
11, right, 32, 1679.4658, 1204.9180
11, right, 33, 1663.3221, 1172.9891
11, right, 34, 1647.1138, 1141.0221
11, right, 35, 1630.7263, 1108.5819
11, right, 36, 1614.0526, 1076.0276
11, right, 37, 1664.2340, 1245.4376
11, right, 38, 1648.2643, 1214.2672
11, right, 39, 1632.0469, 1182.7640
11, right, 40, 1615.8383, 1151.1167
11, right, 41, 1599.3788, 1119.0773
11, right, 42, 1582.8901, 1086.6351
11, right, 43, 1633.5925, 1254.6714
11, right, 44, 1617.6808, 1223.8643
11, right, 45, 1601.2869, 1192.6040
11, right, 46, 1585.0085, 1161.1768
11, right, 47, 1568.4879, 1129.3107
11, right, 48, 1551.9597, 1097.4434
11, right, 49, 1603.2269, 1263.6486
11, right, 50, 1586.9725, 1233.0112
11, right, 51, 1570.9788, 1202.1726
11, right, 52, 1554.4850, 1170.9515
11, right, 53, 1538.1292, 1139.4551
11, right, 54, 1521.1737, 1107.4666
12, left, 1, 1238.1871, 1512.2953
12, left, 2, 1241.7526, 1480.2635
12, left, 3, 1245.1760, 1447.9108
12, left, 4, 1248.6034, 1415.5618
12, left, 5, 1252.0872, 1382.8717
12, left, 6, 1255.5867, 1349.9799
12, left, 7, 1206.2831, 1506.3254
12, left, 8, 1209.7429, 1474.2446
12, left, 9, 1212.9379, 1442.1743
12, left, 10, 1216.3417, 1409.8379
12, left, 11, 1219.8278, 1377.1986
12, left, 12, 1223.3740, 1344.2161
12, left, 13, 1174.5757, 1500.3073
12, left, 14, 1177.8719, 1468.4629
12, left, 15, 1180.9771, 1436.2532
12, left, 16, 1184.2679, 1403.8594
12, left, 17, 1187.5726, 1371.3054
12, left, 18, 1190.8535, 1338.6886
12, left, 19, 1142.8933, 1494.5150
12, left, 20, 1146.0699, 1462.6497
12, left, 21, 1149.1322, 1430.4664
12, left, 22, 1152.4188, 1398.2484
12, left, 23, 1155.5220, 1365.7489
12, left, 24, 1158.8500, 1332.9705
12, left, 25, 1111.2555, 1488.4266
12, left, 26, 1114.3292, 1456.7968
12, left, 27, 1117.3439, 1424.6021
12, left, 28, 1120.5283, 1392.5337
12, left, 29, 1123.6407, 1359.9493
12, left, 30, 1126.6545, 1327.3311
12, left, 31, 1079.9749, 1482.8070
12, left, 32, 1082.8552, 1450.8779
12, left, 33, 1085.8136, 1418.9619
12, left, 34, 1088.8562, 1386.7816
12, left, 35, 1091.8241, 1354.3240
12, left, 36, 1094.7694, 1321.6960
12, left, 37, 1048.6636, 1476.8016
12, left, 38, 1051.5730, 1445.2046
12, left, 39, 1054.3199, 1413.1051
12, left, 40, 1057.1498, 1381.1366
12, left, 41, 1060.0229, 1348.6724
12, left, 42, 1063.0829, 1316.1265
12, left, 43, 1017.5365, 1471.1138
12, left, 44, 1020.2086, 1439.2892
12, left, 45, 1022.9605, 1407.5581
12, left, 46, 1025.8562, 1375.3121
12, left, 47, 1028.6492, 1343.0516
12, left, 48, 1031.2499, 1310.5006
12, left, 49, 986.5618, 1465.2285
12, left, 50, 989.0752, 1433.7428
12, left, 51, 991.8627, 1401.8871
12, left, 52, 994.3572, 1369.7666
12, left, 53, 997.0453, 1337.5804
12, left, 54, 999.8017, 1305.0515
12, right, 1, 1062.5361, 1748.7579
12, right, 2, 1047.7904, 1713.6764
12, right, 3, 1032.6864, 1677.9204
12, right, 4, 1017.7343, 1641.9863
12, right, 5, 1001.6318, 1605.1458
12, right, 6, 986.8014, 1569.5146
12, right, 7, 1035.6035, 1751.5138
12, right, 8, 1020.3497, 1715.4705
12, right, 9, 1005.8330, 1681.0284
12, right, 10, 989.8588, 1643.9872
12, right, 11, 975.2959, 1609.3682
12, right, 12, 960.0000, 1573.0000
12, right, 13, 1009.1710, 1753.8400
12, right, 14, 994.1813, 1718.7908
12, right, 15, 978.9878, 1683.4119
12, right, 16, 964.0087, 1648.3069
12, right, 17, 949.7087, 1614.3151
12, right, 18, 933.5186, 1577.3076
12, right, 19, 982.9202, 1756.0138
12, right, 20, 968.0000, 1721.0000
12, right, 21, 953.2166, 1686.7137
12, right, 22, 938.0000, 1652.0000
12, right, 23, 923.1890, 1616.5775
12, right, 24, 908.0041, 1581.4657
12, right, 25, 957.2589, 1757.7891
12, right, 26, 942.9034, 1724.1450
12, right, 27, 928.0000, 1690.0000
12, right, 28, 912.5329, 1654.7531
12, right, 29, 898.0000, 1620.0000
12, right, 30, 882.1477, 1584.8920
12, right, 31, 932.1172, 1760.2736
12, right, 32, 917.6069, 1726.4462
12, right, 33, 902.8597, 1692.3136
12, right, 34, 886.9404, 1657.0479
12, right, 35, 872.2874, 1623.1698
12, right, 36, 857.0000, 1588.0000
12, right, 37, 907.6108, 1762.2693
12, right, 38, 892.7822, 1728.5602
12, right, 39, 878.0000, 1695.0000
12, right, 40, 863.1003, 1660.9962
12, right, 41, 848.1173, 1627.1017
12, right, 42, 832.5748, 1591.9354
12, right, 43, 883.2068, 1764.6715
12, right, 44, 868.1079, 1730.2379
12, right, 45, 853.7678, 1697.4380
12, right, 46, 839.1091, 1664.2449
12, right, 47, 823.7142, 1629.6824
12, right, 48, 807.3878, 1593.7318
12, right, 49, 859.3481, 1766.5800
12, right, 50, 844.7548, 1733.3236
12, right, 51, 829.6368, 1699.7201
12, right, 52, 814.7732, 1666.5995
12, right, 53, 800.3721, 1633.5358
12, right, 54, 784.6972, 1598.9741
